date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:17:06	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2017%20Aug%202024%2008:47:06%20GMT	https://absoftindia.com/tallyprime	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/tallyprime.0.delayed	(from )
14:17:09	162/162	---MC-	200	added ('OK')	text/plain	date:Sat,%2017%20Aug%202024%2008:47:09%20GMT	https://absoftindia.com/robots.txt		(from )
14:17:09	137385/137385	---MC-	200	added ('OK')	text/html	date:Sat,%2017%20Aug%202024%2008:47:08%20GMT	https://absoftindia.com/tallyprime/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/tallyprime/index.html	(from )
14:17:09	6951/6951	---M--	200	added ('OK')	text/css	etag:%22636cd356-1b27%22	https://absoftindia.com/wp-content/plugins/awesome-support/assets/admin/css/vendor/magnific-popup.css?ver=6.1.2	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/awesome-support/assets/admin/css/vendor/magnific-popup658f.css	(from https://absoftindia.com/tallyprime/)
14:17:10	876/876	---MC-	200	added ('OK')	application/rss+xml	etag:%2231a57f3832edf70843209a8a3bbca63b%22	https://absoftindia.com/comments/feed/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/comments/feed/index.html	(from https://absoftindia.com/tallyprime/)
14:17:11	1390/1390	---M--	200	added ('OK')	text/css	etag:%22636cd356-56e%22	https://absoftindia.com/wp-content/plugins/awesome-support/assets/admin/css/admin-popup.css?ver=6.1.2	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/awesome-support/assets/admin/css/admin-popup658f.css	(from https://absoftindia.com/tallyprime/)
14:17:12	50150/50150	---MC-	200	added ('OK')	application/rss+xml	etag:%228de0b335ebc84dd9b1db03cfc69b06b5%22	https://absoftindia.com/feed/	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/feed/index.html	(from https://absoftindia.com/tallyprime/)
14:17:13	53907/53907	---MCZ	200	added ('OK')	text/css	date:Thu,%2027%20Aug%202020%2018:00:38%20GMT	https://c0.wp.com/c/5.5.14/wp-includes/css/dist/block-library/style.min.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/c/5.5.14/wp-includes/css/dist/block-library/style.min.css	(from https://absoftindia.com/tallyprime/)
14:17:13	3276/3276	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Feb%202021%2023:11:32%20GMT	https://c0.wp.com/p/woocommerce/5.3.3/packages/woocommerce-blocks/build/vendors-style.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/woocommerce/5.3.3/packages/woocommerce-blocks/build/vendors-style.css	(from https://absoftindia.com/tallyprime/)
14:17:14	178665/178665	---MCZ	200	added ('OK')	text/css	date:Tue,%2020%20Apr%202021%2015:48:39%20GMT	https://c0.wp.com/p/woocommerce/5.3.3/packages/woocommerce-blocks/build/style.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/woocommerce/5.3.3/packages/woocommerce-blocks/build/style.css	(from https://absoftindia.com/tallyprime/)
14:17:14	2828/2828	---M--	200	added ('OK')	text/css	etag:%22648c3677-b0c%22	https://absoftindia.com/wp-content/plugins/woolentor-addons/woolentor-blocks/src/assets/css/common-style.css?ver=2.6.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woolentor-addons/woolentor-blocks/src/assets/css/common-style6fca.css	(from https://absoftindia.com/tallyprime/)
14:17:15	20985/20985	---M--	200	added ('OK')	text/css	etag:%22648c3677-51f9%22	https://absoftindia.com/wp-content/plugins/woolentor-addons/woolentor-blocks/src/assets/css/style-index.css?ver=2.6.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woolentor-addons/woolentor-blocks/src/assets/css/style-index6fca.css	(from https://absoftindia.com/tallyprime/)
14:17:15	2640/2640	---M--	200	added ('OK')	text/css	etag:%2260afd55d-a50%22	https://absoftindia.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.4.1	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/contact-form-7/includes/css/stylesc225.css	(from https://absoftindia.com/tallyprime/)
14:17:16	22020/22020	---M--	200	added ('OK')	text/css	etag:%2260afd616-5604%22	https://absoftindia.com/wp-content/plugins/futurio-extra/css/style.css?ver=1.5.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/futurio-extra/css/style91ce.css	(from https://absoftindia.com/tallyprime/)
14:17:16	5689/5689	---M--	200	added ('OK')	text/css	etag:%22603a40ae-1639%22	https://absoftindia.com/wp-content/plugins/woo-tabbed-category-product-listing/css/wtcpl-styles.css?ver=5.5.14	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woo-tabbed-category-product-listing/css/wtcpl-stylesbfe0.css	(from https://absoftindia.com/tallyprime/)
14:17:16	17925/17925	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Feb%202021%2023:11:32%20GMT	https://c0.wp.com/p/woocommerce/5.3.3/assets/css/woocommerce-layout.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/woocommerce/5.3.3/assets/css/woocommerce-layout.css	(from https://absoftindia.com/tallyprime/)
14:17:16	7043/7043	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Feb%202021%2023:11:32%20GMT	https://c0.wp.com/p/woocommerce/5.3.3/assets/css/woocommerce-smallscreen.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/woocommerce/5.3.3/assets/css/woocommerce-smallscreen.css	(from https://absoftindia.com/tallyprime/)
14:17:16	62803/62803	---MCZ	200	added ('OK')	text/css	date:Tue,%2016%20Feb%202021%2023:11:32%20GMT	https://c0.wp.com/p/woocommerce/5.3.3/assets/css/woocommerce.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/p/woocommerce/5.3.3/assets/css/woocommerce.css	(from https://absoftindia.com/tallyprime/)
14:17:17	59015/59015	---MCZ	200	added ('OK')	text/css	date:Fri,%2026%20Mar%202021%2017:49:17%20GMT	https://c0.wp.com/c/5.5.14/wp-includes/css/dashicons.min.css	C:/Users/iZoe/Desktop/rt/ui/c0.wp.com/c/5.5.14/wp-includes/css/dashicons.min.css	(from https://absoftindia.com/tallyprime/)
14:17:17	30999/30999	---M--	200	added ('OK')	text/css	etag:%2260afd59d-7917%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://absoftindia.com/tallyprime/)
14:17:17	9619/9619	---M--	200	added ('OK')	text/css	etag:%22648c3677-2593%22	https://absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/simple-line-icons.css?ver=2.6.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/simple-line-icons6fca.css	(from https://absoftindia.com/tallyprime/)
14:17:18	16895/16895	---M--	200	added ('OK')	text/css	etag:%22648c3677-41ff%22	https://absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/htflexboxgrid.css?ver=2.6.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/htflexboxgrid6fca.css	(from https://absoftindia.com/tallyprime/)
14:17:18	1729/1729	---M--	200	added ('OK')	text/css	etag:%22648c3677-6c1%22	https://absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/slick.css?ver=2.6.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/slick6fca.css	(from https://absoftindia.com/tallyprime/)
14:17:19	171774/171774	---M--	200	added ('OK')	text/css	etag:%22648c3677-29efe%22	https://absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets.css?ver=2.6.3	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woolentor-addons/assets/css/woolentor-widgets6fca.css	(from https://absoftindia.com/tallyprime/)
14:17:19	27328/27328	---M--	200	added ('OK')	text/css	etag:%2260afd5e1-6ac0%22	https://absoftindia.com/wp-content/plugins/ajax-search-for-woocommerce/assets/css/style.min.css?ver=1.11.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/ajax-search-for-woocommerce/assets/css/style.mina4e6.css	(from https://absoftindia.com/tallyprime/)
14:17:19	67731/67731	---M--	200	added ('OK')	text/css	etag:%226582cb02-10893%22	https://absoftindia.com/wp-content/themes/futurio/css/bootstrap.css?ver=3.3.7	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/themes/futurio/css/bootstrap7433.css	(from https://absoftindia.com/tallyprime/)
14:17:20	41362/41362	---M--	200	added ('OK')	text/css	etag:%2265842c0a-a192%22	https://absoftindia.com/wp-content/themes/futurio/style.css?ver=1.5.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/themes/futurio/style91ce.css	(from https://absoftindia.com/tallyprime/)
14:17:20	18171/18171	---M--	200	added ('OK')	text/css	etag:%2260afd713-46fb%22	https://absoftindia.com/wp-content/plugins/widget-google-reviews/static/css/google-review.css?ver=1.9.5	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/widget-google-reviews/static/css/google-reviewbb23.css	(from https://absoftindia.com/tallyprime/)
14:17:20	1931/1931	---M--	200	added ('OK')	text/css	etag:%22648abe7b-78b%22	https://absoftindia.com/wp-content/plugins/woo-custom-add-to-cart-button/assets/css/wc-custom-add-to-cart.min.css?ver=1.1.5	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/woo-custom-add-to-cart-button/assets/css/wc-custom-add-to-cart.mind279.css	(from https://absoftindia.com/tallyprime/)
14:17:21	545/545	---M--	200	added ('OK')	text/css	etag:%22221-5ee362069c2c0%22	https://absoftindia.com/wp-content/plugins/custom-page-templates-by-vegacorp/assets/styles.css?ver=1.1.13	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/custom-page-templates-by-vegacorp/assets/styles576c.css	(from https://absoftindia.com/tallyprime/)
14:17:21	17232/17232	---M--	200	added ('OK')	text/css	etag:%2260afd59d-4350%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.11.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min21f9.css	(from https://absoftindia.com/tallyprime/)
14:17:21	18468/18468	---M--	200	added ('OK')	text/css	etag:%2260afd59d-4824%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.2.4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/animations/animations.mine1e3.css	(from https://absoftindia.com/tallyprime/)
14:17:21	3854/3854	---M--	200	added ('OK')	text/css	etag:%2260afd59c-f0e%22	https://absoftindia.com/wp-content/plugins/elementor/assets/css/frontend-legacy.min.css?ver=3.2.4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/css/frontend-legacy.mine1e3.css	(from https://absoftindia.com/tallyprime/)
14:17:22	117828/117828	---M--	200	added ('OK')	text/css	etag:%2260afd59c-1cc44%22	https://absoftindia.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.2.4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/css/frontend.mine1e3.css	(from https://absoftindia.com/tallyprime/)
14:17:23	191420/191420	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2260afd59d-2ebbc%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from https://absoftindia.com/tallyprime/)
14:17:23	1258/1258	---M--	200	added ('OK')	text/css	etag:%2260afd672-4ea%22	https://absoftindia.com/wp-content/uploads/elementor/css/post-942.css?ver=1622136434	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/uploads/elementor/css/post-9427cf4.css	(from https://absoftindia.com/tallyprime/)
14:17:24	59344/59344	---M--	200	added ('OK')	text/css	etag:%2260afd59d-e7d0%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.2.4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.mine1e3.css	(from https://absoftindia.com/tallyprime/)
14:17:24	26702/26702	---M--	200	added ('OK')	text/css	etag:%2260afd59d-684e%22	https://absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.2.4	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mine1e3.css	(from https://absoftindia.com/tallyprime/)
14:17:24	20014/20014	---M--	200	added ('OK')	text/css	etag:%2265cc59ae-4e2e%22	https://absoftindia.com/wp-content/uploads/elementor/css/post-3006.css?ver=1707891118	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/uploads/elementor/css/post-30065921.css	(from https://absoftindia.com/tallyprime/)
14:17:25	3433/3433	---M--	200	added ('OK')	text/css	etag:%22633a8ca1-d69%22	https://absoftindia.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=5.3.2	C:/Users/iZoe/Desktop/rt/ui/absoftindia.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min9dff.css	(from https://absoftindia.com/tallyprime/)
